,label,category,example_pt,example_libras,video_url,hand_gesture,url_available,decoded_word,word_in_url
588,Natal (Data comemorativa),Comemorações,No natal ganharei muitos presentes.,NATAL EU QUERER PRESENTE-MUIT@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1243-natalfesta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,natal-(data-comemorativa),True
589,Noivado,Comemorações,Semana que vem irei à uma festa de noivado.,SEMANA PRÓXIMA EU IR FESTA NOIVAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1231-noivado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,noivado,True
590,Páscoa,Comemorações,"No Brasil, comemora-se a páscoa em abril.",COMEMORAR PÁSCOA MÊS ABRIL TOD@ BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/475-pascoa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/25.jpg,True,pascoa,True
591,Passeata,Comemorações,Os surdos fizeram uma passeata em comemoração ao Dia dos Surdos.,GRUPO SURD@ PASSEATA. OBJETIVO? COMEMORAÇÃO DIA SURD@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/476-passeata.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,passeata,True
592,Acessibilidade,Pessoas e Família,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/acessibilidade.mp4,,True,acessibilidade,True
593,Adulto,Pessoas e Família,Na idade de 21 anos já é adulto.,IDADE 21 ADULTO JÁ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/889-adulto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/10.jpg,True,adulto,True
594,Afilhado,Pessoas e Família,Eu gosto muito do meu afilhado.,EU GOSTAR-MUITO MEU AFILHADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1232-afillhado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg,True,afilhado,True
595,Alguém,Pessoas e Família,Alguém perdeu o celular.,ALGUEM CELULAR PERDER?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1358-alguem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg,True,alguem,True
596,Alto,Pessoas e Família,Aquela montanha é muito alta.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alto.mp4,,True,alto,True
597,Amante,Pessoas e Família,"Eles tinham um casamento fiel, nenhum dos dois jamais tiveram amantes.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01586-Amante.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/63.jpg,True,amante,True
598,Amigo,Pessoas e Família,Ontem comi com meu amigo.,ONTEM EU JUNTO AMIGO IR COMER SANDUÍCHE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/890-amigo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,amigo,True
600,Aristóteles,Pessoas e Família,Aristóteles era filósofo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/arist%C3%B3teles.mp4,,True,aristoteles,True
601,Baixo,Pessoas e Família,"Mesmo sendo adulto, ainda sou baixo.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/baixo.mp4,,True,baixo,True
602,Balbucio,Pessoas e Família,O balbucio da criança é engraçado.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/balbucio.mp4,,True,balbucio,True
603,Bebê,Pessoas e Família,"Adoro bebês, eles são muito fofos.",EU AMAR BEBÊa ELEa LINDO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01603-Beb%C3%AA.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,bebe,True
604,Bisavó,Pessoas e Família,Não conheci a minha bisavó.,EU NÃO-CONHECER BISAVÓ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/892-bisav%C3%B3.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,bisavo,True
605,Bisavô,Pessoas e Família,O meu bisavô mora no Rio de Janeiro.,MEU BISAVÔ MORAR RIO-DE-JANEIRO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/893-bisav%C3%B4.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,bisavo,True
606,Chato,Pessoas e Família,Aquela menina falou que eu sou chato.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/chato.mp4,,True,chato,True
607,Criança,Pessoas e Família,A criança gosta de brincar.,CRIANÇAS GOSTAR BRINCAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/894-crian%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,crianca,True
608,Cunhada,Pessoas e Família,Minha cunhada é advogada.,MINHA CUNHADA ADVOGADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/895-cunhada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,cunhada,True
609,Cunhado,Pessoas e Família,Meu cunhado é médico.,MEU CUNHADO MÉDICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/896-cunhado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,cunhado,True
610,Esposa,Pessoas e Família,A minha esposa faz uma comida deliciosa.,MINHA ESPOSA COZINHAR MARAVILHOSO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/897-esposa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,esposa,True
611,Família,Pessoas e Família,Minha família é unida.,MINHA FAMÍLIA UNIÃO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/898-familia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg,True,familia,True
612,Feio,Pessoas e Família,Eles me acham feio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/feio.mp4,,True,feio,True
613,Filha,Pessoas e Família,A minha filha é linda.,MINHA FILHA LINDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/899-filha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,filha,True
614,Filho,Pessoas e Família,Meu filho adora jogar futebol.,MEU FILHO GOSTAR-MUITO FUTEBOL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/900-filho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,filho,True
615,Filho Adotivo,Pessoas e Família,Tenho um filho adotivo.,EU ADOTAR FILHO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/901-filhoadotivo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,filho-adotivo,True
616,Gêmeos,Pessoas e Família,Estou gravida de gêmeos.,EU GRÁVIDA GÊMEOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/903-gemeos.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,gemeos,True
617,Genro,Pessoas e Família,Meu genro é muito inteligente.,MEU GENRO INTELIGENTE-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/904-genro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/50.jpg,True,genro,True
618,Homem,Pessoas e Família,Esse homem é legal.,AQUELE HOMEM GENTIL-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/905-homem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,homem,True
619,Irmã,Pessoas e Família,Minha irmã gosta de estudar.,MINHA IRMÃ ESTUDAR GOSTAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/906-irm%C3%A3.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,irma,True
620,Irmão,Pessoas e Família,Meu irmão se chama Joel.,MEU IRMÃO NOME J-O-E-L.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/907-irm%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,irmao,True
621,Jovem,Pessoas e Família,Os jovens precisam trabalhar.,JOVENS PRECISAR CONSEGUIR TRABALHAR BOM.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/908-jovem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,jovem,True
622,Madrasta,Pessoas e Família,Eu e minha madrasta somos muito amigas.,MINHA MADRASTA JUNTO EU AMIGO VERDADE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/909-madrasta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,madrasta,True
623,Madrinha,Pessoas e Família,A minha madrinha trabalha como professora.,MINHA MADRINHA PROFESSORA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/910-madrinha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,madrinha,True
625,Marido,Pessoas e Família,Meu marido trabalha demais.,MEU MARIDO TRABALHAR-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/912-marido.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,marido,True
626,Menina,Pessoas e Família,Essa menina é minha filha.,AQUELA MINHA FILHA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/913-menina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,menina,True
627,Menino,Pessoas e Família,O Bruno é um menino humilde.,B-R-U-N-O MENINO SIMPÁTICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/914-menino.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,menino,True
628,Mulher,Pessoas e Família,Essa mulher é legal.,MULHER GENTIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/915-mulher.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,mulher,True
629,Namorada,Pessoas e Família,A minha namorada mora perto da minha casa.,MINHA NAMORADA MORAR PERTO MINHA CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/916-namorada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg,True,namorada,True
630,Namorado,Pessoas e Família,Meu namorado estuda Matemática.,MEU NAMORADO ESTUDAR MATEMÁTICA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/917-namorado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,namorado,True
631,Neto,Pessoas e Família,Meu neto está aprendendo a dirigir.,MEU NETO APRENDER DIRIGIR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/918-neto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,neto,True
632,Noiva,Pessoas e Família,Hoje é o aniversário da minha noiva.,HOJE ANIVERSÁRIO MINHA NOIVA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/919-noiva.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,noiva,True
633,Noivo,Pessoas e Família,O meu noivo foi cortar o cabelo.,MEU NOIVO IR CORTAR-CABELO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/920-noivo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,noivo,True
634,Nora,Pessoas e Família,A minha nora é uma ótima mãe.,MINHA NORA FUTURO MÃE ÓTIMO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/921-nora.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,nora,True
635,Padrasto,Pessoas e Família,O meu padrasto sempre joga vídeo game.,MEU PADRASTO JUNTO EU SEMPRE JOGAR VIDEO-GAME.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/922-padrasto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,padrasto,True
636,Padrinho,Pessoas e Família,Meu padrinho faz uma pizza deliciosa.,MEU PADRINHO COZINHAR PIZZA DELÍCIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/923-padrinho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,padrinho,True
637,Pai,Pessoas e Família,Meu pai se chama João.,NOME MEU PAI J-O-Ã-O.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/924-pai.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,pai,True
638,Pessoa,Pessoas e Família,Não conheço essa pessoa.,EU NAO-CONHECER ESSA PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1363-pessoa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg,True,pessoa,True
639,Prima,Pessoas e Família,Minha prima mora em Viçosa.,MINHA PRIMA MORAR CIDADE VIÇOSA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/925-prima.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg,True,prima,True
640,Primo,Pessoas e Família,Eu e meus primos adoramos brincar na rua.,EU JUNTO PRIMO+ ADORAR BRINCAR RUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/926-primo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,primo,True
641,Sobrinha,Pessoas e Família,Meu pai tem três sobrinhas.,MEU PAI TER TRÊS SOBRINHA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/927-sobrinha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,sobrinha,True
642,Sobrinho,Pessoas e Família,Hoje é aniversário do meu sobrinho.,HOJE ANIVERSÁRIO MEU SOBRINHO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/928-sobrinho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,sobrinho,True
643,Sogra,Pessoas e Família,Minha sogra é muito prestativa.,MINHA SOGRA GOSTAR AJUDAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/929-sogra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,sogra,True
644,Sogro,Pessoas e Família,Meu sogro é motorista.,MEU SOGRO TRABALHAR MOTORISTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/930-sogro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,sogro,True
645,Solteiro,Pessoas e Família,Terminei o namoro e agora estou solteira.,EU NAMORO ACABAR AGORA SOLTEIR@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/931-solteiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,solteiro,True
646,Tia,Pessoas e Família,A minha tia trabalha como cabeleireira.,MINHA TIA TRABALHAR CABELEREIRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00933-tia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,tia,True
647,Tio,Pessoas e Família,O meu tio é mecânico.,MEU TIO TRABALHAR MECÂNICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00934-tio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,tio,True
648,Vizinho,Pessoas e Família,O meu vizinho é uma boa pessoa que sempre me apoia.,MEU VIZINHO BOM SEMPRE AJUDAR-NÓS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00935-vizinho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,vizinho,True
649,Advogado,Profissões,Estou procurando um advogado para me defender do juíz.,PROCURAR ADVOGADO ELE PODE AJUDAR VOCE COMO AREA JURIDICA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1399-advogado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg,True,advogado,True
650,Arquiteto,Profissões,Contratei um arquiteto para reformar minha casa.,CONTRATAR PASSADO ARQUITETO REFORMAR CASA MINHA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1402-arquiteto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg,True,arquiteto,True
651,Bailarina,Profissões,Aquela bailarina é muito talentosa.,AQUELA BAILARINA TALENTO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1403-bailarina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg,True,bailarina,True
652,Bancário,Profissões,Para ser bancário é preciso ser simpático e paciente.,BANCARIO PRECISAR SIMPATIA TAMBEM PACIENCIA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1404-bancario.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,bancario,True
653,Bombeiro,Profissões,Meu vizinho é bombeiro.,MEU VIZINHO BOMBEIRO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01405-Bombeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,bombeiro,True
654,Cabeleireiro,Profissões,Meu cabeleireiro é muito simpático.,MEU CABELEREIRO SIMPATICO-MUITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01406-Cabelereiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg,True,cabeleireiro,True
655,Caçador,Profissões,O caçador atirou no coelho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ca%C3%A7ador.mp4,,True,cacador,True
656,Cozinheiro,Profissões,Minha avó foi cozinheira.,MINHA AVO COZINHAR PASSADO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01409-Cozinheiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg,True,cozinheiro,True
657,Eletricista,Profissões,"Preciso de um eletricista, a fiação da minha casa está com problemas.",EU PRECISAR ELETRICISTA PORQUE FIO CASA MINHA DEFEITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01411-Eletricista.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,eletricista,True
658,Empregada Doméstica,Profissões,Minha mãe é uma excelente empregada doméstica.,MINHA MAE OTIMA EMPREGADA-DOMESTICA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01412-Empregada-Dom%C3%A9stica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,empregada-domestica,True
659,Enfermeiro,Profissões,Fui atendida por um enfermeiro muito competente.,ENFERMEIR@ COMPETENCIA ATENDER PASSADO EU,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01413-Enfermeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg,True,enfermeiro,True
660,Engenheiro,Profissões,O engenheiro autorizou a obra.,QUANDO ENGENHEIR@ LIVRE OBRA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01414-Engenheiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,engenheiro,True
661,Farmacêutico,Profissões,Meu namorado quer ser farmacêutico.,MEU NAMORADO QUER FORMAR FARMACIA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01415-Farmaceutico.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,farmaceutico,True
